Name,Due Date,Link to search,Status,Industry,Company Size,Titles,Regions,,,,,,,,
Enlink - Capegemini,2026-03-18,https://app.apollo.io/#/people?sortByField=recommendations_score&sortAscending=false&recommendationConfigId=6971b750cec10d0001ea762b&page=1&uniqueUrlId=Y2JfDOUVXp,Done,,,,,,,,,,,,
riskpro,2026-03-18,,Done,,,,,,,,,,,,
Bhavitha,2026-03-18,,Done,,,,,,,,,,,,
Curota.ai (Automotive),2026-03-18,,Done,Automotive,11 to 500,"CEO, Founder, Co-Founder, Managing Director, Executive Director, Head of Data, VP of Data, Director of Data, Head of IT, VP of IT, Director of IT, CIO, CTO, Data Manager, IT Manager","Dallas, San Francisco, Finland, Germany India",,,,,,,,
Curota.ai (Healthcare),2026-03-18,,Done,Healthcare,11 to 500,"CEO, Founder, Co-Founder, Managing Director, Executive Director, Head of Data, VP of Data, Director of Data, Head of IT, VP of IT, Director of IT, CIO, CTO, Data Manager, IT Manager","Dallas, San Francisco, Finland, Germany India",,,,,,,,
Shieldbyte,2026-03-18,,Done,"Banking, Financial Services, Insurance",200 to 1000,"CEO, Founder, Co-Founder, Managing Director, Executive Director",India,,,,,,,,
Speedexam,2026-03-18,,Done,"Education, E-learning",11 to 1000,"CEO, Founder, Co-founder, Managing Director, Executive Director, Principle, Dean, Head of Department, Head of Operations, Director of Operations, VP of Operations, Academic Head, Director of Academy, CHRO, Learning and Development Officer, Director of Human resource, Head of Human resource, VP of Human resource, VP of Recruitment, Head of Recruitment, Director of Recruitment Head of IT, Director of IT, VP of IT, CTO",India,,,,,,,,
Cloudprism,2026-03-18,,Done,"IT Services, SaaS, Manufacturing, Real Estate",11 to 1000,"CEO, Founder, Co-Founder, MD, Executive Director, CTO, CIO, Head of Technology, VP of Technology, Director of Technology, COO, Head of Operations, VP of Operations, Director of Operations, Head of Marketing, VP of Marketing, Director of Marketing, CMO, Chief Sales Officer, Sales Manager, Marketing Manager","South africa, Australia",,,,,,,,
Equicorp,2026-03-18,,Done,"Construction,",,,,,,,,,,,
Soulilution,2026-03-18,,Done,"Retail, Real Estate, Education",11 to 50 employees,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, CTO, CIO, Head of IT, VP of IT, Director of IT, Head of Technology, VP of Technology, Director of Technology",India,,,,,,,,
Radiant global,2026-03-18,,Done,"Investment Management, Venture Capital, Private Equity, Asset Management, Fund Management, Alternative Investments",11 to 500 employees,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, CFO, Head of Finance, VP of Finance, Director of Finance, Partner, Managing Partner, Investment Director, Principal, Investment Manager, Head of Investments, Finance Manager, Fund Controller, Head of Fund Operations, Fund Operations Manager","Singapore, South Africa",,,,,,,,
Maginifia,2026-03-18,,Done,,,,,,,,,,,,
Solveease,2026-03-18,,Done,Financial Services,51 to 500 employees,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, CTO, CIO, Head of IT, VP of IT, Director of IT, Head of Technology, VP of Technology, Director of Technology",India,,,,,,,,
Bhavitech,2026-03-18,,Done,,,,,,,,,,,,
Deccan logic,2026-03-18,,Done,"Financial Services, Banking",51 to 200 employees,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, CTO, CIO, Head of IT, VP of IT, Director of IT, Head of Technology, VP of Technology, Director of Technology","South Africa, Kenya, Nigeria",,,,,,,,
Prohance,2026-03-18,,Done,,,,,,,,,,,,
Examonline,2026-03-19,,Done,Manufacturing,51 to 500,"CEO, Founder, Co-Founder, Managing Director, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, Head of HR, VP of HR, Director of HR, CHRO",South Africa,,,,,,,,
Shree Ganesh,2026-03-19,,Done,"Automotive, Solar, Electrical and Electronic",51 to 1000,"CEO, Founder, Co-Founder, Managing Director, Executive Director, CFO, COO, Head of Procurement, VP of Procurement, Director of Procurement, Head of Operations, VP of Operations, Director of Operations, Head of Purchase, VP of Purchase, Director of Purchase",India,,,,,,,,
Zogato,2026-03-19,,Done,"Financial Services, SaaS",11 to 200 employees,"CEO, Founder, Co-Founder, Managing Director, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, CTO, CIO, Head of IT, VP of IT, Director of IT, Head of Technology, VP of Technology, Director of Technology","Pune, Mumbai",,,,,,,,
Automation Teknix,2026-03-19,,Done,"Automotive, Mechanical & Industrial Engineering, Electrical Manufacturing",51 to 1000,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, Head of QA, Vp of QA, Director of QA, Head of Product, VP of Product, Director of Product, Chief Product Officer",India,,,,,,,,
Deevoir,2026-03-19,Shared in sheet,Done,,,,,,,,,,,,
Tribyte,2026-03-19,,Done,Education,11 to 500,"CEO, Founder, Co-Founder, MD, Executive Director, Head of Learning and Development, VP of Learning and Development, Director of Learning and Development, CHRO, COO, Head of Operations, VP of Operations, Director of Operations",Singapore Malaysia South Africa Australia,,,,,,,,
Techaroha,2026-03-19,,Done,"Financial Services, Banking, NBFC",11 to 50 employees,"CEO, Founder, Co-Founder, CTO, CIO, MD, Head of IT, VP of IT, Director of IT, Head of Technology, Director of Technology, VP of Technology, Head of Operations, Compliance Head, Risk Head, CIO","Hyderabad, Chennai, Gurugram, Bengaluru, Delhi, Ahmedabad, Pune, New Delhi, Noida",,,,,,,,
KFL,2026-03-19,,Done,"Machinery, Mechanical or Industrial Engineering, Automotive",11 to 1000 employees,"CEO, Founder, Co-Founder, MD, Executive Director, Head of Operations, VP of Operations, Director of Operations, Head of Procurement, VP of Procurement, Director of Procurement, Chief Procurement Officer, Head of Sourcing, VP of Sourcing, Director of Sourcing",India,,,,,,,,
Aliter,2026-03-19,,Done,"Construction, Real Estate",11 to 500 employees,"CEO, Founder, Cofounder, Managing Director, Executive Director, Project Head, Head of Technology, VP of Technology, Director of Technology, CTO, CIO, Head of IOT, VP of IOT, Director of IOT, COO, Head of Operations, VP of Operations, Director of Operations",Mumbai,,,,,,,,
Kandisa (In person),2026-03-19,,Done,"SaaS, Investment Management, Insurance",51 to 500,"Founder, Co-founder, CEO, Managing Director, Executive Director, Head of Operations, VP of Operations, Director of Operations, Head of Customer Success, VP of Customer Success, Director of Customer Success, Chief Revenue Officer",Mumbai,,,,,,,,
NEC Software Solutions,2026-03-19,New project,Done,Software,51 to 200 employees,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, CTO, CIO, Head of IT, VP of IT, Director of IT, Head of Technology, VP of Technology, Director of Technology",United Kingdom,,,,,,,,
Vasundhara,2026-03-19,,Done,"Agriculture, Utilities, Energy, Telecom, Defence, Civil Engineeting",11 to 1000 employees,"CEO, Founder, Co-founder, Managing Director, Executive Director, City Planner, Urban Development Head, Planning Commissioner, GIS Head, Infrastructure Project Lead, Smart City Officer, Director of Operation",India,,,,,,,,
Bhavitech,2026-03-19,,Done,,,,,,,,,,,,
Dbaas,2026-03-19,,Done,"IT Services
Keywords - MPS, System Integrator",51 to 500 employees,"Mumbai, Pune, Chennai, Hyderabad, Bengaluru, Pune, Delhi, Noida, Gurugram","CEO, Founder, Co-Founder, MD, Executive Director, COO, CTO, CIO, Head of IT, VP of IT, Director of IT, Head of Technology, VP of Technology, Director of Technology, Head of Data, VP of Data, Director of Data, Chief Data Officer, Head of Infrastructure, VP of Infrastructure, Director of Infrastructure, Chief Infrastructure Officer, Delivery Head, Practice Head",,,,,,,,
Reconzo,2026-03-19,Shared on chat,Done,,,,,,,,,,,,
Black or grey,2026-03-19,Shared on chat,Done,,,,,,,,,,,,
Epinomi,2026-03-19,Shared on chat,Done,,,,,,,,,,,,
Nixsoft,2026-03-19,Shared on chat,Done,,,,,,,,,,,,
Durvah IT (Kinaxs),2026-03-19,Shared on chat,Done,,,,,,,,,,,,
Green collar,2026-03-19,Shared on chat,Done,,,,,,,,,,,,
Equicorp,2026-03-19,Shared on chat,Done,,,,,,,,,,,,
Notionmind,2026-03-19,Shared on chat,Done,,,,,,,,,,,,
DIBS,2026-03-19,Shared on chat,Done,,,,,,,,,,,,
Navvyasa,2026-03-19,Shared on chat,Done,,,,,,,,,,,,
Nhancesmart,2026-03-19,Shared on chat,Done,,,,,,,,,,,,
Route To Smile,2026-03-20,,Done,,,,,,,,,,,,
Pratiti - Gulf Food,2026-03-20,,Done,,,,,,,,,,,,
Veract,2026-03-20,,Done,"Machinery, Mechanical & Industrial Engineering, Industrial Automation",51 to 500 employees,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, CTO, CIO, Head of IT, VP of IT, Director of IT, Head of Technology, VP of Technology, Director of Technology","Middle , Finland, Czech Republic",,,,,,,,
Anlight - Enthral,2026-03-20,,Done,"Hospitality, Hospital & Healthcare",500 to 1000 employees,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, Head of L&D, VP of L&D, Director of L&D, CHRO",India,,,,,,,,
Cloudprism,2026-03-20,,Done,Manufacturing,11 to 500,"CEO, Founder, Co-Founder, MD, Executive Director, CTO, CIO, Head of Technology, VP of Technology, Director of Technology, COO, Head of Operations, VP of Operations, Director of Operations, Head of Marketing, VP of Marketing, Director of Marketing, CMO, Chief Sales Officer, Sales Manager, Marketing Manager","South africa, Australia",,,,,,,,
Dhrishti,2026-03-20,,Done,Software product,51 to 200 employees,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, CTO, CIO, Head of IT, VP of IT, Director of IT, Head of Technology, VP of Technology, Director of Technology",India,,,,,,,,
MHXP,2026-03-20,,Done,"Real Estate, Construction",51 to 500 employees,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, Head of Sales, VP of Sales, Director of Sales, Chief Sales Officer, CMO, Head of Business Development, VP of Business Development, Director of Business Development, Chief Business Development Officer",India,,,,,,,,
Edreamz,2026-03-20,,Done,"Financial Services, Industrial Automation, Electrical & Electronics Manufacturing",51 to 500,"CEO, Founder, Co-Founder, Managing Director, Executive Director, CTO, CIO, Head of IT, VP of IT, Director of IT, Head of Technology, VP of Technology, Director of Technology, COO, Head of Operations, VP of Operations, Director of Operations",India,,,,,,,,
KRR,2026-03-20,,Done,"Food Production, Food Manufacturing, Renewable energy, steel manufacturing",51 to 1000,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, Chief Procurement Officer, Head of Procurement, VP of Procurement, Director of Procurement, Head of Sourcing, VP of Soucring, Director of Sourcing",India,,,,,,,,
Gumtree,2026-03-20,,Done,"Pharma, Food manufacturing, Hospitality, Restuarants, hotel",51 to 500 employees,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, CTO, CIO, Head of IT, VP of IT, Director of IT, Head of Technology, VP of Technology, Director of Technology",India,,,,,,,,
Infinite Solutions,2026-03-20,,Done,"Hospitality, Restuarants",11 to 500 employees,"CEO, Founder, Co-Founder, Managing Director, Executive Director, CFO, Head of Finance, VP of Finance, Director of Finance, Head of Accounts, VP of Accounts, Director of Accounts",Canada,,,,,,,,
Floatinity,2026-03-20,,Done,Accounting,11 to 1000,"CEO, Founder, Co-Founder, Managing Director, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, CTO, CIO, Head of IT, VP of IT, Director of IT, Head of Technology, VP of Technology, Director of Technology",India,,,,,,,,
Enfin,2026-03-20,Apollo - CSV,Done,,,,,,,,,,,,
The Ally,2026-03-20,Apollo - CSV,Done,,,,,,,,,,,,
New item,,,,,,,,,,,,,,,
Formcept,2026-03-20,Apollo - CSV,Done,,,,,,,,,,,,
Data Farer,2026-03-20,Apollo - CSV,Done,,,,,,,,,,,,
The ensemble,2026-03-20,Apollo - CSV,Done,,,,,,,,,,,,
Innowerx,2026-03-20,Apollo - CSV,Done,,,,,,,,,,,,
Onecorps,2026-03-20,Apollo - CSV,Done,,,,,,,,,,,,
Unifab,2026-03-20,Apollo - CSV,Done,,,,,,,,,,,,
Bright advis,2026-03-20,Apollo - CSV,Done,,,,,,,,,,,,
Bizlegal,2026-03-20,Apollo - CSV,Done,,,,,,,,,,,,
Mercury Air conditioner,2026-03-20,Apollo - CSV,Done,,,,,,,,,,,,
Cygeniq,2026-03-20,Apollo - CSV,Done,,,,,,,,,,,,
Kandisa,2026-03-20,Apollo - CSV,Done,,,,,,,,,,,,
Quasar,2026-03-20,Apollo - CSV,Done,,,,,,,,,,,,
Shrikhande,2026-03-20,Apollo - CSV,Done,,,,,,,,,,,,
Dinjan,2026-03-20,Apollo - CSV,Done,,,,,,,,,,,,
IITR,2026-03-20,Apollo - CSV,Done,,,,,,,,,,,,
Bhavitech,2026-03-20,Apollo - CSV,Done,,,,,,,,,,,,
Wyzmindz,2026-03-20,Apollo - CSV,Done,,,,,,,,,,,,
vesta,,,Done,,,,,,,,,,,,
Radiant global,2026-03-20,,Done,Finance,11 to 500 employees,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, CFO, Head of Finance, VP of Finance, Director of Finance, Partner, Managing Partner, Investment Director, Principal, Investment Manager, Head of Investments, Finance Manager, Fund Controller, Head of Fund Operations, Fund Operations Manager","Singapore, South Africa",,,,,,,,
Prysoms - Canada,2026-03-20,,Done,"Construction, Architecture",11 to 500,"Design Manager, BIM Manager, Project Architect, Technical Director, Founder, Co-Founder, Managing Director, Executive Director, CEO, COO, Head of Operations, VP of Operations, Director of Operations, Head of Design, VP of Design, Director of Design, Chief Design Officer",Canada,,,,,,,,
Prysoms - South Africa,2026-03-23,,Done,"Construction, Architecture",11 to 500,"Design Manager, BIM Manager, Project Architect, Technical Director, Founder, Co-Founder, Managing Director, Executive Director, CEO, COO, Head of Operations, VP of Operations, Director of Operations, Head of Design, VP of Design, Director of Design, Chief Design Officer",South Africa,,,,,,,,
"Arme,ai",,,Done,,,,,,,,,,,,
Parsan,,,Done,,,,,,,,,,,,
Solveease,,,Done,"Retail, logistics",,,,,,,,,,,
Pravaah,,,Done,,,,,,,,,,,,
Techaroha,,,Done,,,,,,,,,,,,
Deccanlogic,,,Done,,,,,,,,,,,,
Enterprise Business,,,Done,,,,,,,,,,,,
Valuemanager,,,Done,,,,,,,,,,,,
Claw legaltech,2026-03-23,,Done,"Finance,",11 - 1000,"CEO, Founder, Co-Founder, Managing Director, Executive Director, Partner",India,,,,,,,,
Claw legaltech legal,2026-03-23,,Done,Legal,11 - 1000,,,,,,,,,,
ValuemanagerAustria,2026-03-23,sunday,Done,"Mechanical & Industrial Engineering, Machinery, Industrial Automation, Automotive Manufacturing",11 to 1000,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, CFO , VP of Engineering, Director of Engineering, Head of Value Engineering, Head of Cost Engineering, Director Product Development, Head of Purchasing",Austria,,,,,,,,
Valuemanager UK,2026-03-23,sunday,Done,"Mechanical & Industrial Engineering, Machinery, Industrial Automation, Automotive Manufacturing",11 to 1000,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, CFO , VP of Engineering, Director of Engineering, Head of Value Engineering, Head of Cost Engineering, Director Product Development, Head of Purchasing","Czech Republic, UK",,,,,,,,
Nuest,2026-03-23,,Done,"IT Services, Retail",500 to 1000,"CEO, Founder, Co-Founder, Managing director, Executive Director, CHRO, Head of HR, VP of HR, Director of HR, CTO, CIO, Head of IT, VP of IT, Director of IT, Head of Technology, VP of Technology, Director of Technology",India,,,,,,,,
Shree Ganesh,2026-03-23,,Done,"Mechanical, Machinery",51 to 1000,"CEO, Founder, Co-Founder, Managing Director, Executive Director, CFO, COO, Head of Procurement, VP of Procurement, Director of Procurement, Head of Operations, VP of Operations, Director of Operations, Head of Purchase, VP of Purchase, Director of Purchase",India,,,,,,,,
Phillip,2026-03-23,,Done,IT services,11 to 1000,"CEO, Owner, Founder, Co-Founder, MD, Executive Director, CFO, Head of Investments, VP of Investments, Director of Investments",mumbai,,,,,,,,
Mercury Air Conditioner (CXO only  ),2026-03-23,,Done,"Construction, Retail, Warehousing, Logistics & Supply Chain",11 to 1000,"Chief Procurement Officer, Head of Procurement, VP of Procurement, Director of Procurement, Head of Sourcing, VP of Sourcing, Director of Sourcing, COO, Head of Operations, VP of Operations, Director of Operations",Maharashtra,,,,,,,,
Mercury Air Conditioner,2026-03-23,,Done,"Construction, Retail, Warehousing, Logistics & Supply Chain",11 to 1000,"Chief Procurement Officer, Head of Procurement, VP of Procurement, Director of Procurement, Head of Sourcing, VP of Sourcing, Director of Sourcing, COO, Head of Operations, VP of Operations, Director of Operations",Maharashtra,,,,,,,,
